Subj,Trial,Peak_vel_out,Peak_vel_back,mass,Order
1,43,0.297541102639183,0.282945063420858,3.5,1
1,44,0.199946294694654,0.200041537095189,3.5,1
1,45,0.20793400681403,0.217194531959029,3.5,1
1,46,0.249792688456756,0.289656088329045,3.5,1
1,47,0.288131759559261,0.322480354887247,3.5,1
1,48,0.208273976046172,0.18417822209493,3.5,1
1,49,0.368511578296938,0.272883546061074,3.5,1
1,50,0.320647743545697,0.313549011681714,3.5,1
1,51,0.203465930623487,0.191713127816238,3.5,1
1,52,0.178382258751411,0.199534716020371,3.5,1
1,53,0.350583568284742,0.299389430610844,3.5,1
1,54,0.310065512872098,0.272797740896794,3.5,1
1,55,0.180575535902586,0.203615593366077,3.5,1
1,56,0.21005537084776,0.204881206572028,3.5,1
1,57,0.323425465482587,0.282346249873154,3.5,1
1,58,0.231392854130685,0.208571842082799,3.5,1
1,59,0.3292919465311,0.309928643448902,3.5,1
1,60,0.207992173379582,0.222084904013446,3.5,1
2,1,0.133616162708813,0.251681605223789,0,0
2,2,0.200301065937964,0.198968231370974,0,0
2,3,0.194794216573688,0.317264775699486,0,0
2,4,0.289176940168185,0.269937440123299,0,0
2,5,0.363050498179391,0.414652902748314,0,0
2,6,0.242856822976465,0.296610570379891,0,0
2,7,0.145964940261258,0.198806148163526,0,0
2,8,0.188488973978721,0.191236428202534,0,0
2,9,0.262999338548425,0.341518565337251,0,0
2,10,0.160135010633158,0.226617228594125,0,0
2,11,0.363157690605318,0.321349016154794,0,0
2,12,0.132907854414955,0.200408906316976,0,0
2,13,0.221545430431166,0.281957207525872,0,0
2,14,0.172666323131681,0.282784431482215,0,0
2,15,0.157200321540986,0.228314032743172,0,0
2,16,0.121630681381801,0.226260716633592,0,0
2,17,0.161322360360877,0.180226458247453,0,0
2,18,0.216756657791408,0.2974727600675,0,0
2,19,0.208053821192264,0.233141671475451,0,0
2,20,0.212521827018764,0.278670791455558,0,0
2,21,0.325416743107717,0.296156318178026,2,0
2,22,0.195861690587308,0.213653460679419,2,0
2,23,0.274963408615333,0.31513658298897,2,0
2,24,0.204265657833466,0.215389146229084,2,0
2,25,0.247480092822969,0.335727487650269,2,0
2,26,0.25212875175437,0.321212676122956,2,0
2,27,0.153624578286544,0.225184875573372,2,0
2,28,0.222207884577153,0.204974133056111,2,0
2,29,0.206307474554102,0.249994597261582,2,0
2,30,0.198581420442314,0.25729953784739,2,0
2,31,0.254761008628202,0.320509463715061,2,0
2,32,0.266614280789016,0.329298478061509,2,0
2,33,0.298319309416119,0.304681829876887,2,0
2,34,0.231565630529253,0.238747541295416,2,0
2,35,0.225026538119089,0.259032377164366,2,0
2,36,0.293465468664308,0.278443733695385,2,0
2,37,0.324437868235495,0.328849389033314,2,0
2,38,0.208501316016583,0.219572860126561,2,0
2,39,0.274862564189686,0.322728660894926,2,0
2,40,0.236302160286776,0.254722747687693,2,0
2,41,0.208617415499656,0.154316337592217,3.5,0
2,42,0.233814431357315,0.265699364000468,3.5,0
2,43,0.344997936069999,0.349525651333014,3.5,0
2,44,0.183645008426814,0.186553638767668,3.5,0
2,45,0.216151626829493,0.305994460208079,3.5,0
2,46,0.166337576656532,0.183757023874252,3.5,0
2,47,0.319827851354541,0.143203754637892,3.5,0
2,48,0.178175274448405,0.214108117065578,3.5,0
2,49,0.231900084621985,0.234799083857897,3.5,0
2,50,0.18221411561492,0.206895537218554,3.5,0
2,51,0.260298642393725,0.277505590880026,3.5,0
2,52,0.187075603627568,0.271845471138672,3.5,0
2,53,0.159974785819968,0.279241486009161,3.5,0
2,54,0.192753172887613,0.20613213571189,3.5,0
2,55,0.171502381317686,0.213476138156108,3.5,0
2,56,0.22800780386843,0.323984324180963,3.5,0
2,57,0.22848472525068,0.290804879972815,3.5,0
2,58,0.205207339842188,0.205465317516053,3.5,0
2,59,0.274528344574922,0.344961104007445,3.5,0
2,60,0.198348437000919,0.228413345680815,3.5,0
3,1,0.174779797563313,0.176782829909913,0,1
3,2,0.167133512026953,0.170863819644771,0,1
3,3,0.301633205841296,0.261910878285405,0,1
3,4,0.267722862017798,0.268416736882327,0,1
3,5,0.3053681116396,0.287268716002538,0,1
3,6,0.156057092806281,0.148343407940655,0,1
3,7,0.192966171844382,0.199469799004008,0,1
3,8,0.288629150618839,0.348309824653078,0,1
3,9,0.294531673530228,0.232267884601066,0,1
3,10,0.173000545265409,0.17762722314524,0,1
3,11,0.141952449649515,0.168655303587415,0,1
3,12,0.358549380516098,0.28999661258579,0,1
3,13,0.172549869278323,0.159395779669441,0,1
3,14,0.263533056944408,0.248008177353712,0,1
3,15,0.326997214200764,0.328221972261424,0,1
3,16,0.18350007289138,0.163267628092054,0,1
3,17,0.353149626786214,0.30645814403411,0,1
3,18,0.175824840099439,0.164283291251319,0,1
3,19,0.251204393752901,0.265377577202596,0,1
3,20,0.171969752491262,0.193618874910333,0,1
3,21,0.199504041747315,0.16149019826958,2,1
3,22,0.205824555736019,0.195119518497938,2,1
3,23,0.313641182448517,0.304881793442992,2,1
3,24,0.313699218388939,0.325860058364661,2,1
3,25,0.212246924716233,0.199739004111287,2,1
3,26,0.287486009297298,0.267222571421196,2,1
3,27,0.171748856043669,0.157184615410589,2,1
3,28,0.290192286887277,0.287440943708649,2,1
3,29,0.206329203208628,0.220301441988397,2,1
3,30,0.162236751855672,0.17447694855021,2,1
3,31,0.245365238436502,0.268030643576824,2,1
3,32,0.250915725862578,0.276077671869943,2,1
3,33,0.187359935240761,0.192428975168229,2,1
3,34,0.189158184198087,0.179021273685065,2,1
3,35,0.266155956316617,0.274692916289659,2,1
3,36,0.278851665771262,0.287334587536586,2,1
3,37,0.171765430088178,0.18026433878396,2,1
3,38,0.310235623611697,0.305678515926666,2,1
3,39,0.287876178776242,0.258747343925022,2,1
3,40,0.19874719042107,0.187600143684199,2,1
3,41,0.278716118146776,0.292090066751949,3.5,1
3,42,0.286173969677151,0.25341938603042,3.5,1
3,43,0.199959288123157,0.19223910164008,3.5,1
3,44,0.183573794196112,0.174334266162432,3.5,1
3,45,0.199420704526004,0.175052017489538,3.5,1
3,46,0.297017447391382,0.257262747731759,3.5,1
3,47,0.257696169165588,0.253646228426464,3.5,1
3,48,0.179026172974097,0.182810882520404,3.5,1
3,49,0.171649850313533,0.174803003942029,3.5,1
3,50,0.150514371256663,0.140350979279951,3.5,1
3,51,0.245627484764121,0.274227943905086,3.5,1
3,52,0.282108385948519,0.244856733038408,3.5,1
3,53,0.288355263438005,0.265152804528183,3.5,1
3,54,0.203307892057468,0.188815666839815,3.5,1
3,55,0.285185336120862,0.260819997165016,3.5,1
3,56,0.153482846104233,0.13160972678975,3.5,1
3,57,0.291764676374871,0.25651705945043,3.5,1
3,58,0.185842225177252,0.18792664733533,3.5,1
3,59,0.212353258873933,0.258864717644673,3.5,1
3,60,0.162783590156231,0.162659697328868,3.5,1
4,1,0.265315690435604,0.201771075272646,0,0
4,2,0.184102474285565,0.152238346780824,0,0
4,3,0.13019760803692,0.168975728174197,0,0
4,4,0.235093931334799,0.25446424261194,0,0
4,5,0.217396543843003,0.263454657538751,0,0
4,6,0.183175856774168,0.179066893604383,0,0
4,7,0.275852513349017,0.3289191819864,0,0
4,8,0.220024364433222,0.196097420768786,0,0
4,9,0.183244392488909,0.207291818710044,0,0
4,10,0.258618226928553,0.345456985687156,0,0
4,11,0.162343001362836,0.25811606194612,0,0
4,12,0.312457629865274,0.374403605659193,0,0
4,13,0.174278923011008,0.22659160421695,0,0
4,14,0.18500742957846,0.17939643950625,0,0
4,15,0.305529119652815,0.312178684741797,0,0
4,16,0.311037786598058,0.276174891317862,0,0
4,17,0.212838881740188,0.219612043408466,0,0
4,18,0.346738549647723,0.366873633324156,0,0
4,19,0.163962451887225,0.20644377075666,0,0
4,20,0.269278939731676,0.342471141948536,0,0
4,21,0.187785749809923,0.211118142116357,2,0
4,22,0.273556336781636,0.259265538373174,2,0
4,23,0.163055819135436,0.246878103981064,2,0
4,24,0.296534724767901,0.324134581726709,2,0
4,25,0.165737319781649,0.202609455741492,2,0
4,26,0.284594979305047,0.296970063078237,2,0
4,27,0.198083836118264,0.211580161110135,2,0
4,28,0.268040376308501,0.289580268168106,2,0
4,29,0.286098047582644,0.283266085757808,2,0
4,30,0.3115158781395,0.310210549947473,2,0
4,31,0.177110804099007,0.201507531473838,2,0
4,32,0.17995574093949,0.210194084099466,2,0
4,33,0.161208666110505,0.182361726134249,2,0
4,34,0.196310222408664,0.214288279176283,2,0
4,35,0.327964420083697,0.312498669299747,2,0
4,36,0.278370019302986,0.271589533275498,2,0
4,37,0.360018315373715,0.361227669152392,2,0
4,38,0.30567514943341,0.298005342953886,2,0
4,39,0.222483352168057,0.165867199056022,2,0
4,40,0.179909896258015,0.212696618667001,2,0
4,41,0.304145991052713,0.330731636570544,3.5,0
4,42,0.32347499275884,0.370495792663531,3.5,0
4,43,0.235237539110135,0.22743158147595,3.5,0
4,44,0.187546508166599,0.200553919246428,3.5,0
4,45,0.307197994242319,0.325395820174025,3.5,0
4,46,0.224176773362379,0.234129094116677,3.5,0
4,47,0.162867070650049,0.228998349773122,3.5,0
4,48,0.308781196443767,0.267846794876142,3.5,0
4,49,0.196341152765013,0.216135204405509,3.5,0
4,50,0.214838792596406,0.229881918265982,3.5,0
4,51,0.350546335453501,0.276205160488417,3.5,0
4,52,0.327363481151137,0.336130456097005,3.5,0
4,53,0.223020371013001,0.213057842617494,3.5,0
4,54,0.302666489469105,0.278509691047748,3.5,0
4,55,0.202500425280534,0.227540607540875,3.5,0
4,56,0.340260589953489,0.331319804182164,3.5,0
4,57,0.2197647015719,0.204369688454219,3.5,0
4,58,0.346772841908086,0.31960503122474,3.5,0
4,59,0.318008918345565,0.30612634755555,3.5,0
4,60,0.195802257749052,0.205015858131831,3.5,0
5,1,0.283915079680482,0.2767026437384,0,1
5,2,0.152812101949748,0.161064252154996,0,1
5,3,0.246717058698966,0.346297466437795,0,1
5,4,0.170493099058618,0.208561476752489,0,1
5,5,0.304212277775037,0.383030379140185,0,1
5,6,0.232821998176266,0.287422214315248,0,1
5,7,0.36627747729758,0.356943498595415,0,1
5,8,0.181334740313789,0.240383496192915,0,1
5,9,0.350730385036162,0.298950192138383,0,1
5,10,0.263012850328764,0.20795497769538,0,1
5,11,0.203084160010145,0.198056419054819,0,1
5,12,0.326229374194585,0.404160701807474,0,1
5,13,0.358012706853688,0.44416169496483,0,1
5,14,0.208391126271041,0.175066576885682,0,1
5,15,0.247182300324736,0.184293104927355,0,1
5,16,0.300691832296511,0.416911866507387,0,1
5,17,0.420349879597566,0.378939899722381,0,1
5,18,0.254744276745142,0.214494269259615,0,1
5,19,0.311821282082547,0.379794021164747,0,1
5,20,0.192234378594081,0.273465674274032,0,1
5,21,0.235515630921721,0.199763138305507,2,1
5,22,0.265969936177898,0.304810376318801,2,1
5,23,0.214550114894049,0.192736173530427,2,1
5,24,0.319384468557238,0.346827725951678,2,1
5,25,0.20260907675948,0.198228290337062,2,1
5,26,0.22372371738156,0.293424731049141,2,1
5,27,0.159664639684824,0.196094528142115,2,1
5,28,0.331513344467917,0.335039019440464,2,1
5,29,0.286765262002831,0.305376336456974,2,1
5,30,0.183621615543441,0.191281930020952,2,1
5,31,0.195458854311646,0.196947558253385,2,1
5,32,0.317965764097596,0.311804579867596,2,1
5,33,0.181745213082105,0.196995359283396,2,1
5,34,0.226309639982843,0.19803636834394,2,1
5,35,0.323231711086358,0.345477084106799,2,1
5,36,0.271346821326984,0.353998133383142,2,1
5,37,0.218516855864695,0.221908678903429,2,1
5,38,0.381302262412432,0.395618220503448,2,1
5,39,0.328121262103325,0.292386914349045,2,1
5,40,0.235959940153028,0.214298173157895,2,1
5,41,0.313865879228024,0.318112394710293,3.5,1
5,42,0.161391298032302,0.193040336503303,3.5,1
5,43,0.208383812236549,0.225542771999476,3.5,1
5,44,0.312059457883145,0.331184204807099,3.5,1
5,45,0.205630125063179,0.174729210147892,3.5,1
5,46,0.163037840925938,0.161279931539813,3.5,1
5,47,0.33421239521968,0.35235756744176,3.5,1
5,48,0.320767251031252,0.377331691617711,3.5,1
5,49,0.34174323388303,0.328537069157975,3.5,1
5,50,0.225597817220534,0.205968042166428,3.5,1
5,51,0.327958684319595,0.337194264821089,3.5,1
5,52,0.215281018375229,0.203094125234813,3.5,1
5,53,0.217435153820044,0.207091589689371,3.5,1
5,54,0.385190539097927,0.328350309955587,3.5,1
5,55,0.192812203798415,0.171994751201904,3.5,1
5,56,0.256494199537822,0.349636680907963,3.5,1
5,57,0.315710773942411,0.376339502172248,3.5,1
5,58,0.224350212374484,0.214255356742404,3.5,1
5,59,0.241769387793367,0.265882466224677,3.5,1
5,60,0.334364288671534,0.353753290651087,3.5,1
6,1,0.140130105043512,0.173352572219958,0,0
6,2,0.112992584794593,0.165206543396312,0,0
6,3,0.136559815885362,0.154809899216342,0,0
6,4,0.205726748531493,0.248080937026349,0,0
6,5,0.249936243112672,0.316213438572327,0,0
6,6,0.231996426675667,0.33419489513434,0,0
6,7,0.181497094313451,0.195248183454658,0,0
6,8,0.146343547896553,0.176178934355925,0,0
6,9,0.217944374148376,0.244663853379125,0,0
6,10,0.312406773950074,0.299383288851002,0,0
6,11,0.158443806754391,0.141950033896689,0,0
6,12,0.187984851403705,0.185209958054049,0,0
6,13,0.207591935791395,0.345709733868967,0,0
6,14,0.190676754252782,0.17501874973471,0,0
6,15,0.263803412418731,0.355554112723892,0,0
6,16,0.197983397539307,0.2277289758549,0,0
6,17,0.266350452673621,0.342812339467443,0,0
6,18,0.231664214345477,0.207638650777295,0,0
6,19,0.183567010982768,0.19756303426155,0,0
6,20,0.287938770408968,0.33355921683798,0,0
6,21,0.219578650599883,0.324236593311652,2,0
6,22,0.152224207318034,0.176246272530433,2,0
6,23,0.201901965301586,0.230986361560181,2,0
6,24,0.146879349461933,0.178370517629553,2,0
6,25,0.237736550484082,0.260058029341723,2,0
6,26,0.167864915400544,0.18629961781298,2,0
6,27,0.202897451281152,0.238123166369975,2,0
6,28,0.185015746381896,0.158651453257698,2,0
6,29,0.17744970465162,0.164856644829721,2,0
6,30,0.256265531849117,0.246082167289898,2,0
6,31,0.141653721062918,0.169149767866015,2,0
6,32,0.204139711070738,0.332659276165787,2,0
6,33,0.194665688527816,0.212129556677608,2,0
6,34,0.228362575149941,0.257433316932973,2,0
6,35,0.236312386196156,0.26208458030724,2,0
6,36,0.177014567790059,0.165047050205207,2,0
6,37,0.2347726157395,0.288085629768911,2,0
6,38,0.169796550622259,0.149696735372823,2,0
6,39,0.152502306297296,0.195125325478801,2,0
6,40,0.28788885270996,0.288690845513568,2,0
6,41,0.178954435338897,0.238068820055516,3.5,0
6,42,0.166554248390567,0.183417606712256,3.5,0
6,43,0.216499639926706,0.22068453472295,3.5,0
6,44,0.20583613916774,0.231409408982986,3.5,0
6,45,0.165544301414702,0.165183236260537,3.5,0
6,46,0.16411836004377,0.169316381520137,3.5,0
6,47,0.253564668528862,0.294836197744003,3.5,0
6,48,0.255145285555489,0.269929474931585,3.5,0
6,49,0.185680994452004,0.181500879260287,3.5,0
6,50,0.172260159881461,0.190984321299124,3.5,0
6,51,0.268052747142386,0.268151230371008,3.5,0
6,52,0.249973710903562,0.259672870520158,3.5,0
6,53,0.250418784950702,0.238623923803578,3.5,0
6,54,0.253906354613116,0.271440356110209,3.5,0
6,55,0.173244267783579,0.193769046843706,3.5,0
6,56,0.197774873044694,0.225897887706774,3.5,0
6,57,0.253267193818252,0.242279421470336,3.5,0
6,58,0.237868344447773,0.321539379419784,3.5,0
6,59,0.216688133366205,0.184509169941752,3.5,0
6,60,0.19441781284587,0.196354779619432,3.5,0
7,1,0.417740883879914,0.40637906604269,0,0
7,2,0.359906900783126,0.302478194165743,0,0
7,3,0.426414824668883,0.222670691965292,0,0
7,4,0.399843968900983,0.348286837053663,0,0
7,5,0.366284543716715,0.410804473378669,0,0
7,6,0.490806839738726,0.462784066762114,0,0
7,7,0.329342205472595,0.304317117567901,0,0
7,8,0.294992323363091,0.338279353524835,0,0
7,9,0.502020689094909,0.509476057346968,0,0
7,10,0.604318603758338,0.420210830408172,0,0
7,11,0.341039910108871,0.263070735562926,0,0
7,12,0.220348042150238,0.408515679301437,0,0
7,13,0.472036557542524,0.449463879347186,0,0
7,14,0.227853306384518,0.250511724685337,0,0
7,15,0.312551726257613,0.230680306991751,0,0
7,16,0.390449159799715,0.403711693431602,0,0
7,17,0.361110378805441,0.343834488647057,0,0
7,18,0.461693782862871,0.385353180130739,0,0
7,19,0.225637425241624,0.278320404148666,0,0
7,20,0.338016794460192,0.294214146852409,0,0
7,21,0.213749994717628,0.424157250407734,2,0
7,22,0.48949565931265,0.457362952457999,2,0
7,23,0.319245630519927,0.236886432990014,2,0
7,24,0.418486846363622,0.449776169698655,2,0
7,25,0.327142031438617,0.273120452543009,2,0
7,26,0.503114807034848,0.440064414990186,2,0
7,27,0.389336787057964,0.415094480014531,2,0
7,28,0.245494192075947,0.22332472525424,2,0
7,29,0.37385030858772,0.35928422398444,2,0
7,30,0.43062619053672,0.313763326363924,2,0
7,31,0.278798872244002,0.251536550186305,2,0
7,32,0.216433351504352,0.292060880251844,2,0
7,33,0.284825982592062,0.20165707912035,2,0
7,34,0.18521986202708,0.194962053189403,2,0
7,35,0.300412978529153,0.240792629063432,2,0
7,36,0.207144515977983,0.34208179586435,2,0
7,37,0.211071968689481,0.215533841388558,2,0
7,38,0.30871666488874,0.298124335150811,2,0
7,39,0.248404671512875,0.220014471963589,2,0
7,40,0.3777808355224,0.338245878169549,2,0
7,41,0.322992553878391,0.330584995143769,3.5,0
7,42,0.34829502868164,0.326184522539657,3.5,0
7,43,0.224089045835718,0.21241706527063,3.5,0
7,44,0.218592748131527,0.213298699814051,3.5,0
7,45,0.191942320526635,0.205926554096195,3.5,0
7,46,0.309528258102938,0.258321099562039,3.5,0
7,47,0.225048122278231,0.19291405113449,3.5,0
7,48,0.329312971248192,0.327416716891384,3.5,0
7,49,0.237834397176093,0.21516778488914,3.5,0
7,50,0.394381274296263,0.343075523739734,3.5,0
7,51,0.307388352285513,0.25985001839016,3.5,0
7,52,0.199054090526883,0.219953937310256,3.5,0
7,53,0.301911077885913,0.251227429943894,3.5,0
7,54,0.229500812199463,0.234987955176045,3.5,0
7,55,0.272755728640947,0.320511810880139,3.5,0
7,56,0.232976396190212,0.208310030315468,3.5,0
7,57,0.341510273340966,0.250029165383688,3.5,0
7,58,0.222334869342551,0.182082769638309,3.5,0
7,59,0.261544222596703,0.200103053569438,3.5,0
7,60,0.312521181580408,0.328459323023997,3.5,0
8,1,0.120759978344268,0.117570474651645,0,1
8,2,0.19212290541413,0.247682404190724,0,1
8,3,0.2043248601807,0.215452246375247,0,1
8,4,0.149478532424525,0.19626898066621,0,1
8,5,0.202317524758416,0.208302355721247,0,1
8,6,0.183636851067345,0.104330387994327,0,1
8,7,0.203065696617642,0.131714265559296,0,1
8,8,0.140283831561725,0.214206564192945,0,1
8,9,0.14498536441861,0.101287848994717,0,1
8,10,0.205079107885546,0.221835090594334,0,1
8,11,0.214779273962684,0.22635169853907,0,1
8,12,0.170977089966757,0.139892379071934,0,1
8,13,0.209387669776363,0.22485217996669,0,1
8,14,0.206062141559308,0.223289757100378,0,1
8,15,0.153092165975822,0.125197545091125,0,1
8,16,0.156067528123829,0.159325492932674,0,1
8,17,0.121647910590629,0.145428246888035,0,1
8,18,0.133526926839782,0.140121960862471,0,1
8,19,0.212095929928257,0.241690416266841,0,1
8,20,0.242599977111591,0.256530735198344,0,1
8,21,0.25033940971301,0.243040420069618,2,1
8,22,0.16325587057028,0.133945535706029,2,1
8,23,0.126134067214326,0.140736880345942,2,1
8,24,0.214664878489783,0.258347066337086,2,1
8,25,0.152086834737536,0.155893455376517,2,1
8,26,0.232606430683004,0.25580047781289,2,1
8,27,0.233036470751788,0.24148610754085,2,1
8,28,0.182039266966203,0.183202842447126,2,1
8,29,0.232034541362726,0.251417809655844,2,1
8,30,0.189901058630473,0.134267404299576,2,1
8,31,0.204550830872235,0.259266261098134,2,1
8,32,0.20453876110525,0.172707625856408,2,1
8,33,0.168974446072012,0.134883799329947,2,1
8,34,0.247482245556385,0.232475283404025,2,1
8,35,0.179981289728896,0.183679429843827,2,1
8,36,0.229465602431815,0.316132700904159,2,1
8,37,0.215148328958483,0.159499430856716,2,1
8,38,0.244362723177005,0.242635668694223,2,1
8,39,0.272458450998813,0.230415279835628,2,1
8,40,0.175011446745038,0.174002072314339,2,1
8,41,0.238706201684072,0.219219434504641,3.5,1
8,42,0.175433830052342,0.151011673331079,3.5,1
8,43,0.240917269662523,0.262054349880437,3.5,1
8,44,0.175622684443137,0.177869583679268,3.5,1
8,45,0.24824684173718,0.243868125134861,3.5,1
8,46,0.240493741568558,0.228365249515784,3.5,1
8,47,0.152276091743071,0.169294727026042,3.5,1
8,48,0.136925020356488,0.187953523826901,3.5,1
8,49,0.221223181426308,0.235685576627173,3.5,1
8,50,0.166961503125201,0.206334469053127,3.5,1
8,51,0.250564079000524,0.236787819151415,3.5,1
8,52,0.199187153858848,0.156365778470622,3.5,1
8,53,0.231575104792687,0.209714297174995,3.5,1
8,54,0.179035494994449,0.170648574983335,3.5,1
8,55,0.239403614990472,0.257741546360181,3.5,1
8,56,0.198027989578835,0.175974040568552,3.5,1
8,57,0.194944286081486,0.154999127910735,3.5,1
8,58,0.232962730126852,0.249840656243419,3.5,1
8,59,0.183834737433036,0.171355780129695,3.5,1
8,60,0.230027021292051,0.269189088871462,3.5,1
9,1,0.249194421495275,0.270846447444181,0,0
9,2,0.219208860383773,0.152524381678463,0,0
9,3,0.275394393001423,0.395023578827519,0,0
9,4,0.216029066497063,0.245129638879045,0,0
9,5,0.209282187755334,0.244643722301626,0,0
9,6,0.346827120332188,0.317584821365057,0,0
9,7,0.240637168643528,0.186043669774351,0,0
9,8,0.275568228068957,0.353102335329594,0,0
9,9,0.354414700942413,0.390476338624949,0,0
9,10,0.243464732436715,0.192999717238644,0,0
9,11,0.251986516815879,0.20864875885969,0,0
9,12,0.279316197611942,0.341809070185835,0,0
9,13,0.263898082841982,0.214259689274162,0,0
9,14,0.24879668579644,0.249335893436076,0,0
9,15,0.382962680369131,0.333158486552409,0,0
9,16,0.347694713496328,0.353464637980802,0,0
9,17,0.383139920474332,0.342610750809343,0,0
9,18,0.251361549507446,0.250321753957529,0,0
9,19,0.337759439182146,0.37693006063337,0,0
9,20,0.242694677265575,0.223232430734182,0,0
9,21,0.270309585022813,0.247274615360733,2,0
9,22,0.241970899790106,0.242765763841157,2,0
9,23,0.367398360730665,0.357374364745395,2,0
9,24,0.354318646028824,0.331412170375425,2,0
9,25,0.391511525949377,0.334582188108574,2,0
9,26,0.294133454162656,0.240052742652059,2,0
9,27,0.258447891795606,0.207221005851731,2,0
9,28,0.372525360047863,0.333726415521008,2,0
9,29,0.215710530551339,0.207544267143008,2,0
9,30,0.25512810933742,0.236239786514753,2,0
9,31,0.353317453079092,0.29561537245253,2,0
9,32,0.343739685577214,0.346189341230588,2,0
9,33,0.241115680321741,0.217116437751464,2,0
9,34,0.335607921502632,0.290055062621932,2,0
9,35,0.189178340705316,0.204801532736701,2,0
9,36,0.319245376162969,0.357268210516251,2,0
9,37,0.225094621572526,0.216991991126317,2,0
9,38,0.255344027772318,0.197266123299752,2,0
9,39,0.328152625026395,0.334317554660546,2,0
9,40,0.369778243786155,0.320952068787987,2,0
9,41,0.304624581533654,0.266246280903123,3.5,0
9,42,0.240364290219878,0.214804185550885,3.5,0
9,43,0.332784600916735,0.320043185698408,3.5,0
9,44,0.218088485438782,0.197351842003599,3.5,0
9,45,0.212827704230412,0.179880787053975,3.5,0
9,46,0.316162699151362,0.286757507547511,3.5,0
9,47,0.329684436877968,0.317506958110616,3.5,0
9,48,0.254798091600862,0.177179074407493,3.5,0
9,49,0.207271791357476,0.191198528073011,3.5,0
9,50,0.190896626773614,0.207666179019942,3.5,0
9,51,0.329497158221538,0.254137601464662,3.5,0
9,52,0.333139957296443,0.326125043693587,3.5,0
9,53,0.227737310416891,0.225199690982992,3.5,0
9,54,0.214396150569365,0.187859354070437,3.5,0
9,55,0.317488514191375,0.263285965667084,3.5,0
9,56,0.35548699195297,0.330581457162514,3.5,0
9,57,0.325789487576874,0.30858469028627,3.5,0
9,58,0.234197498153515,0.18366632916564,3.5,0
9,59,0.303156526870877,0.309005909005948,3.5,0
9,60,0.21387548969513,0.211006415847047,3.5,0
10,1,0.162884415568538,0.235581535954207,0,1
10,2,0.251562830556084,0.274400653151403,0,1
10,3,0.117831648544253,0.121401744555244,0,1
10,4,0.11811249504468,0.169744776980461,0,1
10,5,0.175584998051927,0.239291949931113,0,1
10,6,0.199582589888715,0.150245965705177,0,1
10,7,0.224915966743106,0.297238181443789,0,1
10,8,0.179545164638046,0.225926880707302,0,1
10,9,0.183991500715742,0.198639869835965,0,1
10,10,0.149903682895446,0.160814575609834,0,1
10,11,0.285883235314722,0.274646426622599,0,1
10,12,0.252005237033027,0.244706348936814,0,1
10,13,0.221222645341147,0.332960601411953,0,1
10,14,0.200164659006471,0.249826050504112,0,1
10,15,0.196458743105056,0.224526486391956,0,1
10,16,0.330179017176973,0.291464629858136,0,1
10,17,0.285904549411001,0.308974724503512,0,1
10,18,0.227641380290968,0.212037929534753,0,1
10,19,0.220446075385481,0.250256540363649,0,1
10,20,0.273554245531009,0.366206182758887,0,1
10,21,0.321433466837364,0.290630672119715,2,1
10,22,0.287296033384586,0.353004260437933,2,1
10,23,0.207936759306218,0.219724173000885,2,1
10,24,0.193864819958766,0.250059713040507,2,1
10,25,0.296690405776398,0.299984785750381,2,1
