Subj,Trial,Probe,Env,Env_Probe,Pk_Vel,travel_dur,Harvest_dur,Move_dur,Order,Reward,Reward_rate,grip_force,grip_force2,Probe2
1,56,0,0,0,0.550859972028952,800,9615,1005,0,30,0.0028804608737398,34.1572513036475,43.9025512005697,0
1,57,0,0,0,0.476590145612704,825,8890,855,0,30,0.00308800823468863,38.5896106097697,34.1572513036475,0
1,58,0,0,0,0.552279722454164,755,7425,580,0,29,0.00354523227383863,39.4798004844532,38.5896106097697,0
1,59,0,0,0,0.438515920781998,935,8045,770,0,29,0.0032293986636971,36.5167111338739,39.4798004844532,0
1,60,0,0,0,0.509263849477709,890,14600,1250,0,32,0.00206584893479664,36.4792772225773,36.5167111338739,0
1,61,0,0,0,0.45667509912213,920,10745,1115,0,31,0.00265752250321474,32.1508679613385,36.4792772225773,0
1,62,0,0,0,0.497438917158785,850,11695,805,0,31,0.00247110402550817,32.3523743299175,32.1508679613385,0
1,63,0,0,0,0.447240112033248,910,13690,780,0,32,0.00219178082191781,33.4412712544514,32.3523743299175,0
1,64,0,0,0,0.445814334954955,990,6810,705,0,28,0.00358974358974359,36.2957524315086,33.4412712544514,0
1,65,0,0,0,0.4507147265067,875,8865,1085,0,30,0.00308008213552361,42.0812982907128,36.2957524315086,0
1,66,0,0,0,0.497690796884045,925,9105,1345,0,30,0.00299102691924227,35.1265711504437,42.0812982907128,0
1,67,0,0,0,0.439938062307988,955,8880,995,0,30,0.00305033045246568,40.0034903381726,35.1265711504437,0
1,68,0,0,0,0.515329928734074,845,8955,800,0,30,0.00306122448979592,35.2439718317986,40.0034903381726,0
1,69,0,0,0,0.465702973282706,860,7330,745,0,29,0.00354090354090354,42.1622695675299,35.2439718317986,0
1,70,0,0,0,0.493636380701774,850,8885,605,0,30,0.00308166409861325,33.9840883630064,42.1622695675299,0
1,71,1,0,2,0.363176755047756,1070,11255,810,0,31,0.00251521298174442,33.9932645089673,33.9840883630064,0
1,72,1,0,2,0.466806537148699,930,15730,855,0,32,0.00192076830732293,32.0331507115686,33.9932645089673,1
1,73,1,0,2,0.350388938429361,1245,13715,1005,0,32,0.00213903743315508,38.2728323177416,32.0331507115686,1
1,74,1,0,2,0.443814472089903,930,10820,2190,0,31,0.00263829787234043,32.2661123356589,38.2728323177416,1
1,75,1,0,2,0.420321063661994,940,10740,790,0,31,0.0026541095890411,48.5725206863454,32.2661123356589,1
1,76,1,0,2,0.469056179944381,895,20225,795,0,33,0.0015625,36.0415040921011,48.5725206863454,1
1,77,1,0,2,0.414569199450236,920,14125,735,0,32,0.00212695247590562,36.0957503209853,36.0415040921011,1
1,78,1,0,2,0.516191631115496,815,11600,1215,0,31,0.00249697946033025,33.1800665948515,36.0957503209853,1
1,79,1,0,2,0.41299231932294,970,9165,950,0,30,0.0029600394671929,46.8914791613863,33.1800665948515,1
1,80,1,0,2,0.454367631909389,995,13565,870,0,32,0.0021978021978022,36.2124016056609,46.8914791613863,1
1,81,0,0,0,0.424811135547241,910,14720,765,0,32,0.00204734484964811,36.4752331862134,36.2124016056609,0
1,82,0,0,0,0.490272227327553,870,21015,970,0,34,0.00155357550833905,35.6872464452417,36.4752331862134,0
1,83,0,0,0,0.455162698186018,910,12140,820,0,31,0.00237547892720307,38.6274078857628,35.6872464452417,0
1,84,0,0,0,0.479098130735581,865,3830,510,0,24,0.00511182108626198,55.3367823928773,38.6274078857628,0
1,85,0,0,0,0.444398325689263,925,7215,855,0,28,0.00343980343980344,34.3341208367599,55.3367823928773,0
1,86,0,0,0,0.558046861769245,915,7685,750,0,29,0.00337209302325581,35.7847215231117,34.3341208367599,0
1,87,0,0,0,0.484157288054291,815,2405,795,0,20,0.0062111801242236,42.0530013683525,35.7847215231117,0
1,88,0,0,0,0.556094529635094,890,10370,830,0,31,0.00275310834813499,37.5298749653396,42.0530013683525,0
1,89,0,0,0,0.543090831850243,845,13785,1035,0,32,0.00218728639781271,39.6921569715781,37.5298749653396,0
1,90,0,0,0,0.523894017134541,790,9370,1060,0,31,0.0030511811023622,38.0112134937877,39.6921569715781,0
1,91,0,0,0,0.454148877581254,1050,9385,1330,0,30,0.00287494010541447,31.2228520126262,38.0112134937877,0
1,92,0,0,0,0.527501839416489,885,16235,790,0,32,0.00186915887850467,33.4076079041808,31.2228520126262,0
1,93,0,0,0,0.407404066257896,990,15035,1780,0,32,0.00199687987519501,33.5457215232038,33.4076079041808,0
1,94,0,0,0,0.432373315242998,950,10980,1370,0,31,0.00259849119865884,34.8153142833061,33.5457215232038,0
1,95,0,0,0,0.459518937642539,860,13540,885,0,32,0.00222222222222222,35.7965010291355,34.8153142833061,0
1,96,0,0,0,0.540679508554365,780,10835,745,0,31,0.00266896254842876,33.8325610320595,35.7965010291355,0
1,97,0,0,0,0.409702222329541,950,9875,1070,0,30,0.00277136258660508,34.3076612245506,33.8325610320595,0
1,98,0,0,0,0.48139004901063,960,10660,1035,0,31,0.00266781411359725,31.7140598728866,34.3076612245506,0
1,99,0,0,0,0.467209837938664,905,10065,1025,0,31,0.00282588878760255,32.2327947800247,31.7140598728866,0
1,100,0,0,0,0.510554658971833,820,11455,1225,0,32,0.00260692464358452,31.4770167807205,32.2327947800247,0
1,101,0,0,0,0.5357557187984,825,4585,805,0,25,0.00462107208872458,38.4452517401003,31.4770167807205,0
1,102,0,0,0,0.545121725617995,825,4515,600,0,25,0.00468164794007491,34.2052057742229,38.4452517401003,0
1,103,0,0,0,0.535518760232249,830,4410,1000,0,25,0.00477099236641221,33.3350968101908,34.2052057742229,0
1,104,0,0,0,0.598541882530217,770,4970,685,0,26,0.00452961672473868,32.3910824140232,33.3350968101908,0
1,105,0,0,0,0.431536537383927,1000,7130,1065,0,29,0.0035670356703567,35.2093712831155,32.3910824140232,0
1,106,0,0,0,0.598292390818356,675,7670,670,0,29,0.00347513481126423,35.5697006454219,35.2093712831155,0
1,107,0,0,0,0.49497436849412,825,7520,830,0,29,0.00347513481126423,32.4879775078352,35.5697006454219,0
1,108,0,0,0,0.517891196325227,810,10015,890,0,31,0.00286374133949192,31.8477688458584,32.4879775078352,0
1,109,0,0,0,0.458583124321447,895,7930,1125,0,29,0.00328611898016997,34.3830881181512,31.8477688458584,0
1,110,0,0,0,0.503067385092458,975,10165,1150,0,30,0.00269299820466786,34.0908713050283,34.3830881181512,0
1,111,0,0,0,0.413168804776328,940,8625,950,0,30,0.00313643491897543,32.7628108966779,34.0908713050283,0
1,112,0,0,0,0.527060872265101,790,6375,870,0,28,0.00390788555478018,31.7226421936134,32.7628108966779,0
1,113,0,0,0,0.488395020284325,810,11790,890,0,31,0.00246031746031746,37.4970459473381,31.7226421936134,0
1,114,0,0,0,0.55373899956292,750,7695,1015,0,28,0.00331557134399053,32.0310192470237,37.4970459473381,0
1,115,0,0,0,0.538533904652869,800,7265,725,0,28,0.00347179169249845,31.4931276817595,32.0310192470237,0
1,116,0,0,0,0.545368213456019,790,8925,900,0,30,0.00308800823468863,33.490170504973,31.4931276817595,0
1,117,0,0,0,0.510414759113113,780,8990,910,0,30,0.00307062436028659,34.520764371523,33.490170504973,0
1,118,0,0,0,0.608394525483538,705,9325,855,0,30,0.00299102691924227,32.5345563682887,34.520764371523,0
1,119,0,0,0,0.512240517780994,940,7945,1370,0,29,0.00326392796848621,31.7359122333647,32.5345563682887,0
1,120,0,0,0,0.508943290237456,850,7460,1070,0,29,0.00348977135980746,31.5787928440627,31.7359122333647,0
1,121,1,0,2,0.31980853462381,1195,8905,1350,0,30,0.00297029702970297,33.7950348082991,31.5787928440627,0
1,122,1,0,2,0.447862971268099,1030,11260,780,0,31,0.00252237591537836,29.9215312948387,33.7950348082991,1
1,123,1,0,2,0.452429402893941,850,12115,810,0,32,0.0024681835711531,31.8892359970353,29.9215312948387,1
1,124,1,0,2,0.505772411543697,820,10250,800,0,31,0.0028003613369467,30.2282407903931,31.8892359970353,1
1,125,1,0,2,0.436235107761568,880,11865,770,0,31,0.00243232640251079,30.7188211236953,30.2282407903931,1
1,126,1,0,2,0.4865859349298,850,10725,860,0,31,0.00267818574514039,40.5195484544625,30.7188211236953,1
1,127,1,0,2,0.383612844432761,1085,12770,960,0,32,0.00230963551064598,31.7367087254296,40.5195484544625,1
1,128,1,0,2,0.530153032113144,805,11170,680,0,31,0.00258872651356994,36.9899949462345,31.7367087254296,1
1,129,1,0,2,NaN,890,NaN,NaN,0,NaN,NaN,NaN,36.9899949462345,1
1,130,1,0,2,0.434471349177455,575,12735,655,0,31,0.00232907588279489,42.0580221179389,NaN,1
1,131,0,0,0,0.480775974549335,840,11545,965,0,31,0.00250302785627776,41.637658610026,42.0580221179389,0
1,132,0,0,0,0.635392019872816,705,8525,730,0,30,0.00325027085590466,37.2726429145696,41.637658610026,0
1,133,0,0,0,0.488714722018303,885,15425,1035,0,33,0.0020232985898222,42.9158948698867,37.2726429145696,0
1,134,0,0,0,0.580599803126851,785,11255,1045,0,31,0.00257475083056478,39.736560665151,42.9158948698867,0
1,135,0,0,0,0.47217382671281,860,9015,780,0,30,0.0030379746835443,39.908009316049,39.736560665151,0
1,136,0,0,0,0.524062483198655,815,10885,945,0,31,0.00264957264957265,36.4971323433308,39.908009316049,0
1,137,0,0,0,0.452469251072447,920,14420,900,0,32,0.00208604954367666,37.238661269692,36.4971323433308,0
1,138,0,0,0,0.554270304716422,795,11470,1080,0,31,0.0025275173257236,33.0053589949598,37.238661269692,0
1,139,0,0,0,0.479936374726336,860,13735,935,0,32,0.00219253168893457,42.3235310883502,33.0053589949598,0
1,140,0,0,0,0.605918488090447,720,10745,740,0,31,0.00270388137810728,33.2838033742224,42.3235310883502,0
1,141,0,0,0,0.468563657611956,850,9430,1070,0,30,0.00291828793774319,35.1604249340678,33.2838033742224,0
1,142,0,0,0,0.614078427874439,700,12330,635,0,31,0.00237912509593246,37.6685310230789,35.1604249340678,0
1,143,0,0,0,0.510881246365332,920,10945,1115,0,31,0.00261272650653182,39.7835890862454,37.6685310230789,0
1,144,0,0,0,0.571550947295313,735,9160,775,0,30,0.00303183425972713,42.9801090401557,39.7835890862454,0
1,145,0,0,0,0.483082674951959,945,10800,935,0,31,0.00263942103022563,32.1211598024099,42.9801090401557,0
1,146,0,0,0,0.500368234450791,835,17610,885,0,32,0.00173488750338845,34.8597849407299,32.1211598024099,0
1,147,0,0,0,0.53075030059721,780,14835,845,0,32,0.00204931155939801,33.368192421528,34.8597849407299,0
1,148,0,0,0,0.620928596234386,655,10050,1090,0,30,0.00280242877160206,32.0129034184865,33.368192421528,0
1,149,0,0,0,0.560438140512991,875,14440,1005,0,31,0.0020241593209272,36.8812917626953,32.0129034184865,0
1,150,0,0,0,0.603310722852869,780,8110,640,0,29,0.00326209223847019,32.0334942391743,36.8812917626953,0
1,151,0,0,0,0.53622019072001,730,7280,690,0,29,0.00362047440699126,47.4679427654447,32.0334942391743,0
1,152,0,0,0,0.45044385290683,1440,7435,720,0,29,0.00326760563380282,40.7988321702198,47.4679427654447,0
1,153,0,0,0,0.477424818864248,970,5280,720,0,27,0.00432,43.0921573906703,40.7988321702198,0
1,154,0,0,0,0.585558504638542,895,7330,845,0,29,0.0035258358662614,42.5559700803751,43.0921573906703,0
1,155,0,0,0,0.526857906422796,860,8890,810,0,30,0.00307692307692308,42.2758523166736,42.5559700803751,0
1,156,0,0,0,0.570096412847584,830,8835,880,0,30,0.00310398344542162,37.5836227199504,42.2758523166736,0
1,157,0,0,0,0.469769627870035,970,11620,905,0,31,0.00246227164416203,32.4056487090263,37.5836227199504,0
1,158,0,0,0,0.63489518188599,705,13770,1405,0,32,0.00221070811744387,32.7301097864057,32.4056487090263,0
1,159,0,0,0,0.473377544112335,855,13735,885,0,32,0.0021932830705963,43.4719497369713,32.7301097864057,0
1,160,0,0,0,0.418660764459428,940,19605,800,0,33,0.00160623022633244,33.0029837543463,43.4719497369713,0
1,161,0,0,0,0.506862211888269,780,12770,750,0,32,0.00236162361623616,36.8355800352395,33.0029837543463,0
1,162,0,0,0,0.481504123380397,875,18675,875,0,33,0.00168797953964194,35.7078634429541,36.8355800352395,0
1,163,0,0,0,0.460649619443553,840,15040,1000,0,32,0.00201511335012594,41.905004905328,35.7078634429541,0
1,164,0,0,0,0.532197525411221,790,41520,660,0,33,0.000779957456865989,38.5564912489329,41.905004905328,0
1,165,0,0,0,0.56201846570019,715,24660,860,0,33,0.00130049261083744,41.5868048275108,38.5564912489329,0
1,166,0,0,0,0.741622733297963,560,13775,1375,0,32,0.00223229856993373,35.9650388421445,41.5868048275108,0
1,167,0,0,0,0.554614171934678,745,9435,930,0,30,0.00294695481335953,34.0605272412704,35.9650388421445,0
1,168,0,0,0,0.697589347983575,610,20405,1015,0,32,0.00152272186533429,33.2179378003013,34.0605272412704,0
1,169,0,0,0,0.564427861902777,695,7790,880,0,29,0.00341779611078374,32.7530064919639,33.2179378003013,0
1,170,0,0,0,0.669748999506598,660,41745,820,0,28,0.000660299492984318,35.1948059474289,32.7530064919639,0
1,171,1,0,2,0.486181450209869,795,9210,790,0,30,0.00299850074962519,39.2488725863682,35.1948059474289,0
1,172,1,0,2,0.560210731672577,730,8995,860,0,30,0.00308483290488432,32.6327729465061,39.2488725863682,1
1,173,1,0,2,0.486245732847521,805,10790,890,0,31,0.00267356619232428,35.5556661208464,32.6327729465061,1
1,174,1,0,2,NaN,810,NaN,NaN,0,NaN,NaN,NaN,35.5556661208464,1
1,175,1,0,2,0.47076565297237,2465,11945,795,0,31,0.00215128383067314,42.1131989983595,NaN,1
1,176,1,0,2,0.495993714248673,825,10590,955,0,31,0.00271572492334647,43.1491885685617,42.1131989983595,1
1,177,1,0,2,0.493879888076798,790,11635,745,0,31,0.00249496981891348,41.9773226205099,43.1491885685617,1
1,178,1,0,2,0.572323106106512,715,780,775,0,10,0.00668896321070234,42.1748504522044,41.9773226205099,1
1,179,1,0,2,0.438526131909922,1820,8815,750,0,30,0.00282087447108604,35.468416927562,42.1748504522044,1
1,180,1,0,2,0.571226123701303,720,9670,1240,0,30,0.00288739172281039,36.6107287856474,35.468416927562,1
1,181,0,0,0,0.453399512960211,985,9090,1060,0,30,0.00297766749379653,41.8490944792006,36.6107287856474,0
1,182,0,0,0,0.657203473367677,705,9230,1385,0,30,0.00301962757926522,40.7054609542211,41.8490944792006,0
1,183,0,0,0,0.457609631813585,1000,4850,1020,0,26,0.00444444444444444,37.3039572278699,40.7054609542211,0
1,184,0,0,0,0.601231023429177,710,8245,780,0,29,0.00323841429369068,37.412099214681,37.3039572278699,0
1,185,0,0,0,0.570514793490633,725,11795,690,0,31,0.00247603833865815,37.7445248118255,37.412099214681,0
1,186,0,0,0,0.562998757020924,885,14095,1035,0,33,0.00220293724966622,34.7026819268589,37.7445248118255,0
1,187,0,0,0,0.444062331976838,1055,11220,1535,0,31,0.00252545824847251,34.8486451657982,34.7026819268589,0
1,188,0,0,0,0.496132289698354,945,12030,1325,0,31,0.00238921001926782,31.7879920422531,34.8486451657982,0
1,189,0,0,0,0.537899132235516,810,14320,855,0,32,0.00211500330469266,37.0553273925781,31.7879920422531,0
1,190,0,0,0,0.607813512196181,710,9625,785,0,30,0.00290275761973875,34.2142600295403,37.0553273925781,0
1,191,0,0,0,0.520303634694364,900,10210,1130,0,31,0.00279027902790279,40.0360786336468,34.2142600295403,0
1,192,0,0,0,0.509540352030712,880,8760,1330,0,30,0.00311203319502075,34.1395410918754,40.0360786336468,0
1,193,0,0,0,0.562369731988757,765,10865,810,0,31,0.00266552020636285,32.9177654888922,34.1395410918754,0
1,194,0,0,0,0.659342718962267,685,11985,705,0,31,0.00244672454617206,33.3583753197346,32.9177654888922,0
1,195,0,0,0,0.556362612967756,800,6355,1030,0,28,0.00391334730957372,35.6331997618286,33.3583753197346,0
1,196,0,0,0,0.636397389123733,705,8845,690,0,30,0.0031413612565445,34.0435540219754,35.6331997618286,0
1,197,0,0,0,0.543020135416108,780,5155,905,0,26,0.00438079191238416,38.560882119467,34.0435540219754,0
1,198,0,0,0,0.543573975439116,805,9650,660,0,30,0.00286944045911047,33.4548640514713,38.560882119467,0
1,199,0,0,0,0.556392549837228,805,8060,1055,0,29,0.00327129159616469,36.341705707472,33.4548640514713,0
1,200,0,0,0,0.626162646822651,705,NaN,1525,0,26,0.00358620689655172,50.0622656029996,36.341705707472,0
1,1,0,1,1,0.300597201574355,NaN,4785,NaN,0,26,NaN,46.5070394024621,NaN,0
1,2,0,1,1,0.381000230365754,1070,9440,880,0,30,0.00285442435775452,48.0303633982797,46.5070394024621,0
1,3,0,1,1,0.442096863118211,925,9075,945,0,30,0.003,55.2335211820225,48.0303633982797,0
1,4,0,1,1,0.467740437789618,945,10955,865,0,31,0.00260504201680672,53.7574229397739,55.2335211820225,0
1,5,0,1,1,0.404066967814642,1040,9890,950,0,30,0.00274473924977127,45.3571582959576,53.7574229397739,0
1,6,0,1,1,0.512628531392744,865,7775,860,0,29,0.00335648148148148,41.4124331751336,45.3571582959576,0
1,7,0,1,1,0.418083606363049,970,7490,925,0,29,0.00342789598108747,41.9570018159079,41.4124331751336,0
1,8,0,1,1,0.451636937655995,880,13025,705,0,32,0.00230133045667026,34.3629077216824,41.9570018159079,0
1,9,0,1,1,0.379476901794862,1055,11580,785,0,31,0.00245350217649387,35.1920849222143,34.3629077216824,0
1,10,0,1,1,0.466647119040152,975,9685,1080,0,31,0.00290806754221388,33.7938004493511,35.1920849222143,0
1,11,0,1,1,0.402458854252837,955,9210,895,0,30,0.0029513034923758,34.4014994119032,33.7938004493511,0
1,12,0,1,1,0.393392235254521,1090,11355,1235,0,31,0.00249096022498996,37.2375344467163,34.4014994119032,0
1,13,0,1,1,0.320294105623019,1295,14895,1305,0,32,0.00197652872143298,34.4703295633798,37.2375344467163,0
1,14,0,1,1,0.420965024490005,945,18850,840,0,32,0.00161656984086891,37.843383512454,34.4703295633798,0
1,15,0,1,1,0.425344088363894,955,13840,1065,0,32,0.00216289286921257,36.8450603309045,37.843383512454,0
1,16,0,1,1,0.425624600604708,930,13085,2470,0,32,0.00228326792722083,34.6599496998505,36.8450603309045,0
1,17,0,1,1,0.37322247440949,1070,9530,1020,0,30,0.00283018867924528,38.3384675688561,34.6599496998505,0
1,18,0,1,1,0.45028436333389,905,11125,770,0,31,0.00257689110556941,34.9684620042716,38.3384675688561,0
1,19,0,1,1,0.400913160315902,1000,17675,835,0,32,0.00171352074966533,35.0979335028878,34.9684620042716,0
1,20,0,1,1,0.445444297992126,845,9365,745,0,30,0.0029382957884427,37.7189270468418,35.0979335028878,0
1,21,1,1,3,0.447211738654695,910,4455,810,0,24,0.00447343895619758,37.7027142491902,37.7189270468418,0
1,22,1,1,3,0.512356186917779,880,3060,795,0,22,0.00558375634517766,40.5464413875312,37.7027142491902,1
1,23,1,1,3,0.376150225013192,1040,3555,950,0,23,0.00500544069640914,49.3408828040991,40.5464413875312,1
1,24,1,1,3,0.491198613799436,840,4230,990,0,25,0.00493096646942801,41.2663533713601,49.3408828040991,1
1,25,1,1,3,0.519089862137594,745,4105,365,0,25,0.00515463917525773,42.4592522814674,41.2663533713601,1
1,26,1,1,3,0.466380675642575,845,7895,600,0,29,0.00331807780320366,35.0219771639667,42.4592522814674,1
1,27,1,1,3,0.494236181768201,875,7680,590,0,29,0.00338983050847458,41.0362322616825,35.0219771639667,1
1,28,1,1,3,0.551356795017917,765,10875,715,0,31,0.00266323024054983,40.294451973859,41.0362322616825,1
1,29,1,1,3,0.468914924993372,860,10590,1045,0,31,0.00270742358078603,40.082535004627,40.294451973859,1
1,30,1,1,3,0.4754314571668,910,8750,1155,0,30,0.0031055900621118,31.7076945872544,40.082535004627,1
1,31,0,1,1,0.413151473828737,940,10710,930,0,31,0.00266094420600858,43.9479895996435,31.7076945872544,0
1,32,0,1,1,0.448246562940263,895,13190,1060,0,31,0.00220092296769613,33.318525227109,43.9479895996435,0
1,33,0,1,1,0.419271076633166,940,13885,1370,0,31,0.00209106239460371,42.9057271947785,33.318525227109,0
1,34,0,1,1,0.480642976015055,830,13710,975,0,32,0.00220082530949106,32.3838594673094,42.9057271947785,0
1,35,0,1,1,0.379076085490845,1005,11015,1195,0,31,0.00257903494176373,37.3250355657173,32.3838594673094,0
1,36,0,1,1,0.449751476808951,890,16320,855,0,32,0.00185938407902382,37.7349210356498,37.3250355657173,0
1,37,0,1,1,0.403651616135034,1005,13870,1090,0,31,0.00208403361344538,39.8903692796312,37.7349210356498,0
1,38,0,1,1,0.489929684189329,865,12710,940,0,31,0.00228360957642726,36.1363706617666,39.8903692796312,0
1,39,0,1,1,0.418660648704099,910,9355,1020,0,30,0.00292255236239649,35.2617599868774,36.1363706617666,0
1,40,0,1,1,0.431511278501817,960,13325,1655,0,32,0.00224011200560028,36.5296031032543,35.2617599868774,0
1,41,0,1,1,0.281273883208495,1865,6965,-7895,0,27,0.00305775764439411,33.4996400755217,36.5296031032543,0
1,42,0,1,1,0.391255088410909,1050,25665,1625,0,33,0.00123526108927569,34.2772737860349,33.4996400755217,0
1,43,0,1,1,0.33212397267705,1085,10310,1180,0,31,0.00272049144361562,34.5338865127955,34.2772737860349,0
1,44,0,1,1,0.480965913440601,860,10325,1095,0,30,0.00268216361198033,41.7067537329527,34.5338865127955,0
1,45,0,1,1,0.43040974289219,890,9285,1005,0,30,0.00294840294840295,38.8617861205924,41.7067537329527,0
1,46,0,1,1,0.495240191550589,910,14195,1110,0,32,0.00211850380668653,39.7481984252929,38.8617861205924,0
