Subj,Trial,Probe,Env,Env_Probe,Pk_Vel,travel_dur,Harvest_dur,Move_dur,Order,Reward,Reward_rate,grip_force,grip_force2,Probe2,Fml
1,17,0,0,0,0.437440413078386,965,2745,1380,0,11,0.00296495956873315,29.8058313110351,31.1465121456044,0,1
1,18,0,0,0,0.452643001036547,940,3370,860,0,12,0.00278422273781903,29.7742297562211,29.8058313110351,0,1
1,19,0,0,0,0.359831470227208,1095,3385,1440,0,12,0.00267857142857143,30.7401650676896,29.7742297562211,0,1
1,20,0,0,0,0.431997023207761,1135,3245,1195,0,11,0.00251141552511416,30.3545357196514,30.7401650676896,0,1
1,21,0,0,0,0.379801923904894,1155,3130,1330,0,12,0.00280046674445741,30.480141318185,30.3545357196514,1,1
1,22,0,0,0,0.406415868225321,1070,3420,1405,0,12,0.00267260579064588,30.8299890466398,30.480141318185,1,1
1,23,0,0,0,0.387099936116178,1180,3380,1240,0,12,0.00263157894736842,30.5778087711757,30.8299890466398,1,1
1,24,0,0,0,0.398983692371672,1135,2860,1145,0,11,0.00275344180225282,30.8946741415027,30.5778087711757,1,1
1,25,0,0,0,0.440119425810143,980,3155,955,0,11,0.0026602176541717,30.7509847848627,30.8946741415027,1,1
1,26,0,0,0,0.512484487929787,875,3100,1080,0,12,0.0030188679245283,30.0439502956993,30.7509847848627,0,1
1,27,0,0,0,0.378376291995958,1060,3545,970,0,12,0.00260586319218241,29.3844138793945,30.0439502956993,0,1
1,28,0,0,0,0.463946623547096,945,4025,1270,0,12,0.00241448692152917,30.2193741162776,29.3844138793945,0,1
1,29,0,0,0,0.333587320726795,1130,4340,825,0,13,0.00237659963436929,29.344577837594,30.2193741162776,0,1
1,30,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,29.344577837594,0,1
1,1,0,1,1,0.414983584789225,NaN,3125,NaN,0,11,NaN,32.3857151380058,NaN,0,1
1,2,0,1,1,0.691439967489482,795,3240,670,0,11,0.00272614622057001,30.1474594788632,32.3857151380058,0,1
1,3,0,1,1,0.679748731911987,1245,2995,1525,0,11,0.00259433962264151,29.8169713427734,30.1474594788632,0,1
1,4,0,1,1,0.568542663562744,770,2855,1090,0,11,0.00303448275862069,30.4801239365798,29.8169713427734,0,1
1,5,0,1,1,0.642785055457991,745,3270,1195,0,11,0.00273972602739726,29.9323819608033,30.4801239365798,0,1
1,6,0,1,1,0.704077929290522,1170,2875,1885,0,11,0.00271940667490729,29.5900535911984,29.9323819608033,0,1
1,7,0,1,1,0.658235979465859,720,2910,1085,0,11,0.00303030303030303,30.5900834173905,29.5900535911984,0,1
1,8,0,1,1,0.646632778860036,770,3150,850,0,11,0.00280612244897959,31.4758928379355,30.5900834173905,0,1
1,9,0,1,1,0.608558854551169,755,2655,815,0,11,0.0032258064516129,31.3190407522101,31.4758928379355,0,1
1,10,0,1,1,0.641541981211631,680,2820,1020,0,11,0.00314285714285714,32.5510361760233,31.3190407522101,0,1
1,11,0,1,1,0.657610895661691,635,2935,715,0,11,0.0030812324929972,31.0277837916783,32.5510361760233,0,1
1,12,0,1,1,0.64208127108307,670,3480,895,0,12,0.00289156626506024,31.3381608680057,31.0277837916783,0,1
1,13,0,1,1,0.649861121330358,655,3260,515,0,11,0.00280970625798212,30.0885421019199,31.3381608680057,0,1
1,14,0,1,1,0.710818427302483,570,2835,625,0,11,0.00323054331864905,29.0315199279785,30.0885421019199,0,1
1,15,0,1,1,0.620013876411352,680,2755,675,0,11,0.00320232896652111,31.0031459598265,29.0315199279785,0,1
1,16,0,1,1,0.553931839488425,730,2840,1085,0,11,0.0030812324929972,31.4008383870586,31.0031459598265,0,1
1,17,0,1,1,0.630192676265881,695,2795,635,0,10,0.00286532951289398,29.6031335449218,31.4008383870586,0,1
1,18,0,1,1,0.76718018480003,590,2285,630,0,10,0.00347826086956522,29.6985782326778,29.6031335449218,0,1
1,19,0,1,1,0.633215063965657,680,3150,745,0,12,0.0031331592689295,30.8504555160634,29.6985782326778,0,1
1,20,0,1,1,0.659142541061269,700,2810,590,0,11,0.00313390313390313,31.4143436205578,30.8504555160634,0,1
1,21,0,1,1,0.611578599052671,695,2525,635,0,10,0.0031055900621118,28.9523906217169,31.4143436205578,1,1
1,22,0,1,1,0.596451454676123,725,2980,730,0,11,0.00296896086369771,29.2909958504273,28.9523906217169,1,1
1,23,0,1,1,0.528417604194844,735,2620,820,0,11,0.00327868852459016,29.8473164469401,29.2909958504273,1,1
1,24,0,1,1,0.725352602053934,610,2610,540,0,11,0.00341614906832298,29.8100507723806,29.8473164469401,1,1
1,25,0,1,1,0.659770454416965,650,2275,775,0,10,0.00341880341880342,28.5687697898735,29.8100507723806,1,1
1,26,0,1,1,0.634511046466611,685,2560,690,0,10,0.00308166409861325,29.6941457076937,28.5687697898735,0,1
1,27,0,1,1,0.573734575066268,715,2595,755,0,10,0.00302114803625378,31.9686703444261,29.6941457076937,0,1
1,28,0,1,1,0.582000394223297,715,2865,535,0,11,0.00307262569832402,30.6520003695101,31.9686703444261,0,1
1,29,0,1,1,0.672818356320502,650,2730,985,0,11,0.00325443786982249,32.8398525359382,30.6520003695101,0,1
1,30,0,1,1,0.659110161135722,665,2275,925,0,9,0.00306122448979592,31.6617897813585,32.8398525359382,0,1
2,1,0,0,0,0.351775157211483,NaN,18995,NaN,1,16,NaN,33.2394594149103,NaN,0,1
2,2,0,0,0,0.220538360390995,2905,8580,-8530,1,14,0.00121898127993034,33.5630638254973,33.2394594149103,0,1
2,3,0,0,0,0.300887947551169,3885,12145,4590,1,15,0.000935745477230193,32.9753398216468,33.5630638254973,0,1
2,4,0,0,0,0.479921999953493,1220,3520,1785,1,12,0.00253164556962025,32.1111104035074,32.9753398216468,0,1
2,5,0,0,0,0.44543894242069,1050,3410,1180,1,12,0.00269058295964126,32.5871743349938,32.1111104035074,0,1
2,6,0,0,0,0.535022177762747,815,3410,995,1,12,0.00284023668639053,33.5930143726623,32.5871743349938,0,1
2,7,0,0,0,0.527176111489521,845,2815,1235,1,11,0.00300546448087432,30.367391652858,33.5930143726623,0,1
2,8,0,0,0,0.722466905874686,590,3340,640,1,12,0.00305343511450382,36.6819817668191,30.367391652858,0,1
2,9,0,0,0,0.752904283310987,1550,3450,1860,1,12,0.0024,32.9695332833275,36.6819817668191,0,1
2,10,0,0,0,0.865856159617195,505,2760,490,1,11,0.00336906584992343,35.4643437639067,32.9695332833275,0,1
2,11,0,0,0,0.792989308526586,1155,2655,1605,1,11,0.00288713910761155,31.6755757221423,35.4643437639067,1,1
2,12,0,0,0,0.865702098846314,555,2740,420,1,11,0.00333839150227618,35.2971978270595,31.6755757221423,1,1
2,13,0,0,0,0.815993839529825,570,3400,600,1,12,0.00302267002518892,37.0404063955522,35.2971978270595,1,1
2,14,0,0,0,0.970944502429379,475,2650,455,1,11,0.00352,40.6129810811705,37.0404063955522,1,1
2,15,0,0,0,0.864510556396965,520,3075,585,1,11,0.00305980528511822,36.0047080993652,40.6129810811705,1,1
2,16,0,0,0,0.846564716363341,530,3215,485,1,11,0.00293724966622163,37.8472310339886,36.0047080993652,0,1
2,17,0,0,0,0.879922344754106,1260,3505,1410,1,12,0.00251836306400839,35.3467311335289,37.8472310339886,0,1
2,18,0,0,0,1.04708183936581,430,3535,560,1,12,0.00302648171500631,35.6108188280009,35.3467311335289,0,1
2,19,0,0,0,0.930802112656017,995,2895,1090,1,11,0.00282776349614396,34.3453230106749,35.6108188280009,0,1
2,20,0,0,0,0.939775877851161,465,2765,370,1,10,0.00309597523219814,42.9288112973651,34.3453230106749,0,1
2,21,0,0,0,1.03207738092429,965,3410,1060,1,12,0.00274285714285714,36.2585249152121,42.9288112973651,1,1
2,22,0,0,0,1.07131393331258,420,2485,395,1,10,0.00344234079173838,38.1928344224064,36.2585249152121,1,1
2,23,0,0,0,1.01525176776056,450,2960,415,1,11,0.0032258064516129,36.9253691916763,38.1928344224064,1,1
2,24,0,0,0,1.07933921547956,415,3065,325,1,11,0.00316091954022989,40.6258046014146,36.9253691916763,1,1
2,25,0,0,0,0.991160187880626,920,3325,920,1,12,0.00282685512367491,39.1424296592736,40.6258046014146,1,1
2,26,0,0,0,0.999570357883291,940,3435,1055,1,12,0.00274285714285714,42.5232110604575,39.1424296592736,0,1
2,27,0,0,0,1.07262718450748,860,2320,955,1,10,0.00314465408805031,38.3511723567183,42.5232110604575,0,1
2,28,0,0,0,0.985897557414698,410,2440,315,1,10,0.00350877192982456,40.9155126091892,38.3511723567183,0,1
2,29,0,0,0,0.938344315063235,890,2870,990,1,11,0.00292553191489362,38.2290077063519,40.9155126091892,0,1
2,30,0,0,0,0.992328755406546,425,85,370,1,1,0.00196078431372549,37.7811538018121,38.2290077063519,0,1
2,1,0,1,1,0.423917835946616,NaN,3625,NaN,1,12,NaN,46.0891990060518,NaN,0,1
2,2,0,1,1,0.828320684201329,1205,3500,1240,1,12,0.00255047821466525,59.3850527714662,46.0891990060518,0,1
2,3,0,1,1,0.792360875931728,880,3490,905,1,12,0.00274599542334096,51.2775043781155,59.3850527714662,0,1
2,4,0,1,1,0.793762821043122,530,4710,415,1,13,0.00248091603053435,46.756370366765,51.2775043781155,0,1
2,5,0,1,1,0.722674194837564,1175,3450,1280,1,12,0.00259459459459459,44.2988547649466,46.756370366765,0,1
2,6,0,1,1,0.828987385118446,510,2900,415,1,11,0.0032258064516129,44.8305971885589,44.2988547649466,0,1
2,7,0,1,1,0.795496348056403,925,3560,835,1,12,0.00267558528428094,44.4533574660463,44.8305971885589,0,1
2,8,0,1,1,0.742490626441478,565,3370,415,1,12,0.00304955527318933,39.5890993824146,44.4533574660463,0,1
2,9,0,1,1,0.852211750586812,485,2060,535,1,9,0.00353634577603143,34.036083270574,39.5890993824146,0,1
2,10,0,1,1,0.785576449714147,545,2505,430,1,10,0.00327868852459016,42.8539845756136,34.036083270574,0,1
2,11,0,1,1,1.07331031839825,390,3235,485,1,11,0.00303448275862069,43.2218652362588,42.8539845756136,1,1
2,12,0,1,1,0.895559412207565,460,3470,335,1,12,0.00305343511450382,45.973794603087,43.2218652362588,1,1
2,13,0,1,1,0.825027945737747,510,3335,395,1,11,0.00286085825747724,34.3607000202476,45.973794603087,1,1
2,14,0,1,1,0.884378201914286,480,3400,350,1,11,0.00283505154639175,40.9024858848359,34.3607000202476,1,1
2,15,0,1,1,0.811563395303589,540,3375,585,1,12,0.00306513409961686,35.2786919850005,40.9024858848359,1,1
2,16,0,1,1,0.886716324571551,450,2435,355,1,10,0.00346620450606586,36.9607033563833,35.2786919850005,0,1
2,17,0,1,1,0.883767378136393,470,3025,400,1,11,0.00314735336194564,41.9922256751737,36.9607033563833,0,1
2,18,0,1,1,0.874452887343389,1020,630,905,1,5,0.00303030303030303,49.002345912663,41.9922256751737,0,1
2,19,0,1,1,0.775551442927669,920,3370,755,1,12,0.0027972027972028,44.0802236680773,49.002345912663,0,1
2,20,0,1,1,0.833289855703883,540,3345,405,1,11,0.00283140283140283,43.1881717839028,44.0802236680773,0,1
2,21,0,1,1,0.896225584349591,455,3230,490,1,11,0.00298507462686567,43.0880338010243,43.1881717839028,1,1
2,22,0,1,1,0.862599973317876,500,3545,490,1,12,0.00296662546353523,47.2120381469726,43.0880338010243,1,1
2,23,0,1,1,0.872866540356295,880,3505,810,1,12,0.00273660205245154,45.1044187922899,47.2120381469726,1,1
2,24,0,1,1,0.867166330451675,515,2725,380,1,11,0.00339506172839506,41.5188721485627,45.1044187922899,1,1
2,25,0,1,1,0.779753420338615,560,2930,690,1,11,0.00315186246418338,32.9750765434928,41.5188721485627,1,1
2,26,0,1,1,0.889459783774861,480,3535,385,1,12,0.00298879202988792,39.7313139179467,32.9750765434928,0,1
2,27,0,1,1,0.793113467428507,555,2840,635,1,11,0.003240058910162,37.4121717863971,39.7313139179467,0,1
2,28,0,1,1,0.836345846272297,495,2470,420,1,10,0.00337268128161889,38.7444384629991,37.4121717863971,0,1
2,29,0,1,1,0.805317275499969,540,2910,575,1,11,0.00318840579710145,35.4199639201614,38.7444384629991,0,1
2,30,0,1,1,0.816379456649844,505,3810,445,1,12,0.00278099652375435,39.5789609251632,35.4199639201614,0,1
3,1,0,0,0,0.318669668495165,NaN,2275,NaN,0,10,NaN,30.2530120220519,NaN,1,1
3,2,0,0,0,0.512852217903125,1055,2340,1215,0,10,0.00294550810014728,29.823618346257,30.2530120220519,1,1
3,3,0,0,0,0.475322561974801,920,2300,1590,0,10,0.0031055900621118,29.5254024295435,29.823618346257,1,1
3,4,0,0,0,0.569295187569262,745,2505,1145,0,10,0.00307692307692308,29.7398469926446,29.5254024295435,1,1
3,5,0,0,0,0.491863307633972,850,2375,880,0,10,0.00310077519379845,29.8627026097915,29.7398469926446,1,1
3,6,0,0,0,0.54451008572355,810,2320,1090,0,10,0.00319488817891374,29.3092554065335,29.8627026097915,0,1
3,7,0,0,0,0.524083975024196,840,2280,1300,0,10,0.00320512820512821,29.7334896074262,29.3092554065335,0,1
3,8,0,0,0,0.551183462957191,765,2405,1160,0,10,0.00315457413249211,29.7214781157308,29.7334896074262,0,1
3,9,0,0,0,0.51090089694855,810,2295,1355,0,10,0.00322061191626409,29.3403668969196,29.7214781157308,0,1
3,10,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,29.3403668969196,0,1
3,11,0,0,0,0.628342206854631,1530,2605,1310,0,10,0.00241837968561064,29.6944179858191,NaN,1,1
3,12,0,0,0,0.536027822406213,770,2710,970,0,11,0.00316091954022989,29.2309397705528,29.6944179858191,1,1
3,13,0,0,0,0.530850491936267,815,1610,955,0,8,0.00329896907216495,29.4789231981213,29.2309397705528,1,1
3,14,0,0,0,0.533243653654991,780,2265,1110,0,10,0.00328407224958949,29.2318966473147,29.4789231981213,1,1
3,15,0,0,0,0.53315752915531,810,2875,1105,0,11,0.00298507462686567,29.8309572283427,29.2318966473147,1,1
3,16,0,0,0,0.528213723286869,845,2070,1570,0,9,0.00308747855917667,29.6371804875753,29.8309572283427,0,1
3,17,0,0,0,0.508179227520631,870,3430,1240,0,12,0.0027906976744186,29.6599598438424,29.6371804875753,0,1
3,18,0,0,0,0.576464972055007,780,1770,920,0,9,0.00352941176470588,28.8254448242188,29.6599598438424,0,1
3,19,0,0,0,0.458923459020547,895,2015,970,0,9,0.00309278350515464,29.4830329970558,28.8254448242188,0,1
3,20,0,0,0,0.503472198021964,815,2785,1200,0,11,0.00305555555555556,29.6865030629148,29.4830329970558,0,1
3,21,0,0,0,0.496336202792783,845,2405,1195,0,10,0.00307692307692308,29.5168678223166,29.6865030629148,1,1
3,22,0,0,0,0.511936943884211,750,2750,1295,0,11,0.00314285714285714,29.2922281365645,29.5168678223166,1,1
3,23,0,0,0,0.525019046827846,760,1525,1030,0,8,0.00350109409190372,29.5578153143989,29.2922281365645,1,1
3,24,0,0,0,0.524404060368421,750,2840,1285,0,11,0.00306406685236769,29.3813227358853,29.5578153143989,1,1
3,25,0,0,0,0.460431952303978,910,1970,1130,0,9,0.003125,29.4756903400663,29.3813227358853,1,1
3,26,0,0,0,0.539022520284871,785,2810,1080,0,11,0.00305980528511822,29.8272811884228,29.4756903400663,0,1
3,27,0,0,0,0.493528526307404,860,2305,1060,0,10,0.00315955766192733,29.6891828409831,29.8272811884228,0,1
3,28,0,0,0,0.531299414643031,815,2770,825,0,11,0.00306834030683403,29.5180373469172,29.6891828409831,0,1
3,29,0,0,0,0.448346558343768,875,2535,970,0,10,0.00293255131964809,29.5626949712798,29.5180373469172,0,1
3,30,0,0,0,0.549267177371929,815,3630,1085,0,12,0.00269966254218223,29.9871601819402,29.5626949712798,0,1
3,1,0,1,1,0.257300417999642,NaN,19910,NaN,0,16,NaN,29.666724196214,NaN,1,1
3,2,0,1,1,0.345176144387705,1350,5350,2015,0,13,0.00194029850746269,29.5863525191164,29.666724196214,1,1
3,3,0,1,1,0.312364332676447,1460,5640,1680,0,13,0.00183098591549296,29.7378790991405,29.5863525191164,1,1
3,4,0,1,1,0.439275605673286,955,4770,1485,0,13,0.0022707423580786,29.6055881207052,29.7378790991405,1,1
3,5,0,1,1,0.346714162049854,1295,4185,1805,0,12,0.00218978102189781,29.7834478439295,29.6055881207052,1,1
3,6,0,1,1,0.389415934985331,1085,5465,1875,0,13,0.00198473282442748,29.6238103227075,29.7834478439295,0,1
3,7,0,1,1,0.382290964110831,995,3425,1475,0,12,0.00271493212669683,29.8012379113022,29.6238103227075,0,1
3,8,0,1,1,0.430606708917036,940,3570,1260,0,12,0.00266075388026608,29.6459037710336,29.8012379113022,0,1
3,9,0,1,1,0.404042783381233,1010,3580,1385,0,12,0.00261437908496732,29.2622129296126,29.6459037710336,0,1
3,10,0,1,1,0.460339756949052,885,3960,1060,0,12,0.00247678018575851,29.3050235497285,29.2622129296126,0,1
3,11,0,1,1,0.410226871385647,1020,5575,1415,0,13,0.00197119029567854,29.5149154116176,29.3050235497285,1,1
3,12,0,1,1,0.476738215942647,860,3415,1280,0,12,0.00280701754385965,29.7255671656202,29.5149154116176,1,1
3,13,0,1,1,0.40283367045541,1005,4255,1280,0,13,0.00247148288973384,29.3420946964394,29.7255671656202,1,1
3,14,0,1,1,0.468924778942791,860,4240,1590,0,12,0.00235294117647059,29.6319248823686,29.3420946964394,1,1
3,15,0,1,1,0.44110308451764,920,3635,1435,0,12,0.0026344676180022,29.5058098426233,29.6319248823686,1,1
3,16,0,1,1,0.424762840077516,935,3625,1470,0,12,0.00263157894736842,29.6045181459369,29.5058098426233,0,1
3,17,0,1,1,0.38267181025127,1020,4335,1745,0,13,0.00242763772175537,29.5415384157242,29.6045181459369,0,1
3,18,0,1,1,0.419484812644454,950,4150,1565,0,12,0.00235294117647059,29.2762525765503,29.5415384157242,0,1
3,19,0,1,1,0.440018544509279,930,3635,1205,0,12,0.00262869660460022,29.7385510840783,29.2762525765503,0,1
3,20,0,1,1,0.427133863998476,960,3780,1985,0,12,0.00253164556962025,29.4510374709795,29.7385510840783,0,1
3,21,0,1,1,0.405939406316385,955,3550,1160,0,12,0.00266370699223085,29.7452317979601,29.4510374709795,1,1
3,22,0,1,1,0.480541753892078,860,4350,1875,0,13,0.00249520153550864,29.3354142129157,29.7452317979601,1,1
3,23,0,1,1,0.383662518089039,1045,4945,1705,0,13,0.00217028380634391,29.5912729209251,29.3354142129157,1,1
3,24,0,1,1,0.460740212869639,915,2465,1690,0,10,0.0029585798816568,29.640051551232,29.5912729209251,1,1
3,25,0,1,1,0.42178837363807,945,3605,1610,0,12,0.00263736263736264,29.3375567457881,29.640051551232,1,1
3,26,0,1,1,0.421731378638597,970,5235,1740,0,13,0.00209508460918614,29.3289613365581,29.3375567457881,0,1
3,27,0,1,1,0.455728543843126,955,4160,1945,0,12,0.00234604105571848,29.8209836969456,29.3289613365581,0,1
3,28,0,1,1,0.425093887045427,940,4355,1410,0,13,0.00245514636449481,29.7361116966248,29.8209836969456,0,1
3,29,0,1,1,0.477790782828037,860,3780,1300,0,12,0.00258620689655172,29.1950294250731,29.7361116966248,0,1
3,30,0,1,1,0.431053913159019,970,3080,2275,0,11,0.00271604938271605,29.6336941325529,29.1950294250731,0,1
4,1,0,0,0,0.288602394113396,NaN,5765,NaN,1,13,NaN,38.6451242991006,NaN,1,1
4,2,0,0,0,0.363128257605246,2570,3840,1030,1,12,0.00187207488299532,31.4014707797181,38.6451242991006,1,1
4,3,0,0,0,0.320093186318127,1600,3660,1270,1,12,0.00228136882129278,30.2544236257847,31.4014707797181,1,1
4,4,0,0,0,0.437347064318764,1355,4515,760,1,13,0.00221465076660988,31.9308350642382,30.2544236257847,1,1
4,5,0,0,0,0.336875763061138,1790,6020,4655,1,14,0.00179257362355954,32.2430558256411,31.9308350642382,1,1
4,6,0,0,0,0.394862316406971,1055,4690,1035,1,13,0.00226283724978242,32.798249590369,32.2430558256411,0,1
4,7,0,0,0,0.390902138108211,1115,4690,1045,1,13,0.00223944875107666,29.963383606412,32.798249590369,0,1
4,8,0,0,0,0.51116341389372,905,5715,1220,1,13,0.00196374622356495,31.1065628814697,29.963383606412,0,1
4,9,0,0,0,0.463104815942891,925,4645,1255,1,13,0.00233393177737881,30.2612888052335,31.1065628814697,0,1
4,10,0,0,0,0.489022656653595,930,4670,905,1,13,0.00232142857142857,30.5930533447266,30.2612888052335,0,1
4,11,0,0,0,0.500486098189636,835,4615,1400,1,13,0.00238532110091743,31.3974542236329,30.5930533447266,1,1
4,12,0,0,0,0.551127435119366,795,4955,1040,1,13,0.00226086956521739,31.0950889895039,31.3974542236329,1,1
4,13,0,0,0,0.500690580333095,800,4550,1440,1,13,0.00242990654205607,29.8778687709301,31.0950889895039,1,1
4,14,0,0,0,0.631280119732742,795,4635,730,1,13,0.00239410681399632,30.6364089551465,29.8778687709301,1,1
4,15,0,0,0,0.557814622148844,780,5055,840,1,14,0.00239931448157669,30.7313454976747,30.6364089551465,1,1
4,16,0,0,0,0.651714430206952,665,5110,775,1,14,0.00242424242424242,30.8611524684714,30.7313454976747,0,1
4,17,0,0,0,0.545543156617145,735,4685,815,1,13,0.00239852398523985,30.3766578241605,30.8611524684714,0,1
4,18,0,0,0,0.661438095229533,625,4560,800,1,13,0.00250723240115718,30.414776552499,30.3766578241605,0,1
4,19,0,0,0,0.59716416858898,710,4650,840,1,13,0.00242537313432836,30.7629433997592,30.414776552499,0,1
4,20,0,0,0,0.74141686334233,590,6165,630,1,14,0.00207253886010363,30.9377119022908,30.7629433997592,0,1
4,21,0,0,0,0.638142337040131,710,5695,655,1,14,0.00218579234972678,30.9545972708306,30.9377119022908,1,1
4,22,0,0,0,0.698976499648737,630,5715,905,1,14,0.00220646178092987,30.5110404230193,30.9545972708306,1,1
4,23,0,0,0,0.632493147713317,735,6025,1065,1,14,0.00207100591715976,30.8521032517466,30.5110404230193,1,1
4,24,0,0,0,0.672540592533014,630,6210,930,1,14,0.00204678362573099,29.9991733498769,30.8521032517466,1,1
4,25,0,0,0,0.640271812860698,680,6070,960,1,14,0.00207407407407407,30.4495558097431,29.9991733498769,1,1
4,26,0,0,0,0.63123637552511,640,6210,725,1,14,0.00204379562043796,30.924224178348,30.4495558097431,0,1
4,27,0,0,0,0.603636254756592,700,6000,770,1,14,0.00208955223880597,30.4245321393549,30.924224178348,0,1
4,28,0,0,0,0.668663470783218,635,6130,965,1,14,0.00206947524020695,30.892119204794,30.4245321393549,0,1
4,29,0,0,0,0.627227324065147,705,6220,1015,1,14,0.00202166064981949,29.8065581932221,30.892119204794,0,1
4,30,0,0,0,0.805663902567055,555,5035,625,1,13,0.00232558139534884,30.9734029727512,29.8065581932221,0,1
4,1,0,1,1,0.342079971199755,NaN,6070,NaN,1,14,NaN,30.8538102193448,NaN,1,1
4,2,0,1,1,0.615780271366736,685,6135,845,1,14,0.00205278592375367,32.8815696040349,30.8538102193448,1,1
4,3,0,1,1,0.573845888983641,705,5980,825,1,14,0.00209424083769634,30.8176605760005,32.8815696040349,1,1
4,4,0,1,1,0.628553867878847,645,6100,580,1,14,0.00207561156412157,32.1851463908977,30.8176605760005,1,1
4,5,0,1,1,0.540228738660341,780,5930,940,1,14,0.00208643815201192,29.7738276961599,32.1851463908977,1,1
4,6,0,1,1,0.706324761818293,605,6090,640,1,14,0.00209111277072442,31.0664761184805,29.7738276961599,0,1
4,7,0,1,1,0.530394310445661,715,5910,1050,1,14,0.00211320754716981,30.285612207898,31.0664761184805,0,1
4,8,0,1,1,0.672028524138213,605,6345,475,1,14,0.00201438848920863,31.3605348501131,30.285612207898,0,1
4,9,0,1,1,0.577475561547606,670,6185,750,1,14,0.00204230488694384,29.4838698236468,31.3605348501131,0,1
4,10,0,1,1,0.580535046289797,715,6120,745,1,14,0.00204828090709583,29.5166044956752,29.4838698236468,0,1
4,11,0,1,1,0.557305106825224,745,4580,705,1,13,0.00244131455399061,29.4507660704169,29.5166044956752,1,1
4,12,0,1,1,0.580431291342188,720,6060,625,1,14,0.00206489675516224,30.0106233671964,29.4507660704169,1,1
4,13,0,1,1,0.562852292436784,745,6235,790,1,14,0.00200573065902579,29.9037062454224,30.0106233671964,1,1
4,14,0,1,1,0.603999187629523,730,7905,835,1,14,0.00162130862767805,30.3346435978982,29.9037062454224,1,1
4,15,0,1,1,0.647842941124407,685,6050,1135,1,14,0.00207869339272457,29.8890686881887,30.3346435978982,1,1
4,16,0,1,1,0.529094832220871,735,6190,895,1,14,0.00202166064981949,30.5715236547438,29.8890686881887,0,1
4,17,0,1,1,0.541249621788964,775,5345,945,1,13,0.00212418300653595,29.575019370391,30.5715236547438,0,1
4,18,0,1,1,0.629382211428065,665,8570,565,1,14,0.00151597184623714,30.8016169059909,29.575019370391,0,1
4,19,0,1,1,0.532623323051425,745,7255,920,1,14,0.00175,29.6831303914388,30.8016169059909,0,1
4,20,0,1,1,0.554997163058852,730,4895,660,1,13,0.00231111111111111,29.9077112470355,29.6831303914388,0,1
4,21,0,1,1,0.577295529585529,685,6420,610,1,14,0.00197044334975369,31.0991796537763,29.9077112470355,1,1
4,22,0,1,1,0.629030056651132,655,6140,620,1,14,0.00206033848417954,30.159636867638,31.0991796537763,1,1
4,23,0,1,1,0.657151494413844,630,5615,720,1,13,0.00208166533226581,29.5488878455111,30.159636867638,1,1
4,24,0,1,1,0.609435869143952,655,4640,750,1,13,0.00245514636449481,30.1640337142698,29.5488878455111,1,1
4,25,0,1,1,0.617980086115767,690,7080,915,1,14,0.0018018018018018,29.974432964325,30.1640337142698,1,1
4,26,0,1,1,0.662411200012404,635,6115,800,1,14,0.00207407407407407,30.7988565831402,29.974432964325,0,1
4,27,0,1,1,0.647631696804717,630,5955,660,1,14,0.00212604403948368,29.8491628531641,30.7988565831402,0,1
